OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
2822,C51001,Virginia,VA,51,Accomack,County,001,51001,33367,8985872343.000000000000000,187281750.000000000000000,1323.264496710000003,42786430.029697604477406,89.564110722239903,Relatively Moderate,96.992481203007515,88.888888888888886,Relatively Moderate,95.488721804511272,34924424.809124827384949,31480745.405718609690666,0.102720013,1191552.146043577231467,2252127.257362623233348,0.00350336,3.07849E-06,0.012025343,94.645620550913037,96.659242761692653,87.750000000000000,Very High,0.939849624,55.439998626708984,Relatively Moderate,0.503759398,2.619257926940918,1.225114809006637,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,3.691921082178327,9.046800519744000,5119941719.813126564025879,13306.000171922802110,154349601994.304504394531250,159469543714.117614746093750,0.002807047,2.63933E-06,Relatively Low,7735517.775214213877916,0.018087964,209820.378455139638390,7945338.153669353574514,95.384615384615387,Relatively High,0.000860853,5.42091E-07,96.923076923076920,8878497.870228482410312,94.768611670020121,Relatively High,0,0,491.264890135500025,0,0,0,0,0,8.0175E-08,5.19119E-07,7.27406E-05,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,91.000000000000000,1.387803665026195,491.264890135500025,36307526.641384527087212,36307526.641384534537792,0.000611911,Relatively Moderate,40566.760775217553601,40566.760775217575429,57.227047146401986,Relatively Low,0.000216608,45.223325062034739,54976.588427820490324,58.383709831371299,Relatively Low,,0.000489024,491.264890135500025,8985751000.000000000000000,33413.000000000000000,387590800000.000000000000000,396576551000.000000000000000,0.007703814,3.50851E-05,Very Low,33852.500000000000000,0.000573283,6650.083829345004233,40502.583829345006961,31.909625502940266,Very Low,3.7673E-06,1.71811E-08,25.007737542556484,52260.739535826665815,33.725739739102764,Very Low,17.000000000000000,1.282902871898181,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281750.000000000000000,396230354093.000000000000000,3.95131E-07,1.76432E-10,0.000285093,Relatively Low,2557.742987603849542,4.55916E-06,52.886280000272812,44873.852659688316635,47484.481927292348701,37.562034739454091,Very Low,2.8464E-07,1.36637E-10,0.000239606,54.311414392059554,65245.798821758413396,38.720967228762326,Very Low,8.104128694966818,0.918217615,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281750.000000000000000,396230354093.000000000000000,4.75E-13,2.81012E-07,2.25723E-07,Very Low,0.003046954,0.006792874,78797.338702521563391,30.720681290141187,78828.062430765829049,52.553389043639740,Relatively Low,3.39E-13,2.03581E-07,1.64035E-07,40.235221293717117,103170.701974490162684,53.261215399300035,Relatively Low,47.000000000000000,0.385304026,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281474.218341469764709,396230353817.218322753906250,0.009546776,0.0000023,0.044816334,Very High,21588505.689713895320892,0.019242605,223214.221798290353036,2104234.331573043484241,23915954.243085257709026,92.650237786424555,Relatively Moderate,0.002402494,5.76696E-07,0.011235661,92.607003891050582,30272752.462161894887686,93.898609241812466,Relatively Moderate,11.000000000000000,0.426503109,491.264890135500025,8966299441.320316314697266,33241.081093971319206,385596540690.067260742187500,394562840131.387573242187500,8.80166E-06,4.41223E-10,Very Low,23724.633103737629426,4.31553E-06,50.060180218112428,23774.693283955792140,34.110592938041307,Relatively Low,2.64021E-06,1.29335E-10,24.550299800133242,29563.181163711371482,34.676882078614256,Relatively Low,0,0.015388637,3.720138593886001,1408385101.513935089111328,6055.128788197161157,70239493943.087066650390625,71647879044.601043701171875,0.000319515,2.47724E-05,Very Low,4499.999999999989086,0.0015,17400.000000000440195,21900.000000000418368,53.995612660607961,Relatively Low,5.00786E-07,4.49546E-08,33.688498903165154,29025.827260468293389,60.167041439126244,Relatively Low,538.000000000000000,65.839905935601479,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,396043072343.000000000000000,1.58967E-08,4.29186E-09,Relatively Low,5790.049291475887912,0.005983318,69406.484746383692254,75196.534037859615637,45.270270270270267,Relatively Low,6.4435E-07,1.79318E-07,23.069498069498071,99302.524036147457082,47.812097812097818,Relatively Low,13.000000000000000,0.541666667,15.407879533059001,2425375301.901468753814697,6247.834231550679760,72474877085.987884521484375,28897378.984012253582478,74929149766.873352050781250,0.000847393,1.15631E-05,0.003897333,Very Low,1113257.674496257677674,0.039132242,453934.002443889912684,61003.968792885789298,1628195.645733034238219,80.037140204271125,Relatively Moderate,0.00012389,1.17278E-06,0.000325734,77.437325905292482,1913517.093456025701016,80.209990454979319,Relatively Moderate,14.000000000000000,1.101277444051169,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281750.000000000000000,396230354093.000000000000000,1.48595E-05,5.00052E-08,1.90831E-06,Relatively Low,83681.843101104299421,0.001114015,12922.576359304952348,246.817039468966328,96851.236499878141331,23.387096774193548,Relatively Low,9.3126E-06,3.33867E-08,1.31789E-06,21.867245657568237,128109.073575574133429,22.303531657651927,Relatively Low,6.000000000000000,0.118607742,1323.264496710000003,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281750.000000000000000,396230354093.000000000000000,3.70457E-05,1.82638E-06,3.40304E-05,Very Low,39483.124057671389892,0.007228053,83845.413602508488111,755.920184084620359,124084.457844264543382,17.462779156327542,Very Low,4.39391E-06,2.16623E-07,4.03627E-06,16.315136476426801,166568.220530930004315,16.735602927139677,Very Low,,,,,,,,,,Insufficient Data,,,,,,Insufficient Data,,,,,,Insufficient Data,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.001433705,10.395454587936598,1498947755.842764377593994,4801.592785672377431,55698476313.799491882324219,18684805.352983772754669,57216108874.995254516601562,0.4,0.000148535,0.013579329,Relatively Moderate,848488.930412649875507,0.000952002,11043.218211754396179,392.922682198801738,859925.071306603378616,85.682468978682792,Relatively Moderate,9.44248E-05,2.85312E-08,2.09803E-06,80.178173719376389,959696.116381632396951,85.650652243079861,Relatively Low,17.421240158290296,2.172539352901407,491.264890135500025,8985872343.000000000000000,33367.000000000000000,387057200000.000000000000000,187281750.000000000000000,396230354093.000000000000000,8.5201E-08,3.40703E-08,6.3445E-08,Relatively Low,1385.440293040800725,0.002104783,24415.481434220306255,21.962974745693774,25822.884702006729640,35.809346951408230,Relatively Low,1.5418E-07,6.30798E-08,1.17272E-07,29.340761374187558,33743.832142847059004,36.080178173719375,Relatively Low,Mar-23
2823,C51003,Virginia,VA,51,Albemarle,County,003,51003,112239,28735399405.000000000000000,34000826.000000000000000,733.292788410000071,9985452.481210500001907,64.397072860324528,Relatively Low,81.203007518796994,67.595171773444747,Relatively Low,82.706766917293223,10034488.831451583653688,6471130.561576429754496,0.268949651,3119815.949739766307175,443542.320135395275429,0.000225197,2.39622E-06,0.013045045,11.358712472918601,9.226853324848870,24.250000000000000,Relatively Low,0.285714286,68.809997558593750,Relatively High,0.706766917,2.669231891632080,0.995113219,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.212717080559580,0.137010346,733.292788410000071,28735380480.833389282226562,112238.951319639993017,1301971835307.823974609375000,34000826.000000000000000,1330741216614.657226562500000,8.0175E-08,3.12605E-07,0.00143318,Very Low,286.771345304737679,0.004353642,50502.250033854455978,6025.670326731977184,56814.691705891156744,51.377282575054160,Relatively Low,9.97972E-09,3.8789E-08,0.000177221,36.521200866604765,56368.686631864955416,48.170537702831687,Relatively Low,161.000000000000000,4.495651072950495,733.292788410000071,16555049.929623397067189,16555049.929623397067189,0.003094136,Relatively High,273731.508240955707151,273731.508240955590736,81.513647642679899,Relatively Low,0.008050731,92.090570719602979,310795.203788460174110,81.514476614699333,Relatively Low,,0.000397196,733.292788410000071,28735083000.000000000000000,112395.000000000000000,1303782000000.000000000000000,1332517083000.000000000000000,0.032820644,0.000129072,Relatively Low,374597.200000000011642,0.005762126,66840.665152033761842,441437.865152033744380,69.761683689260295,Relatively Low,1.30361E-05,5.1338E-08,47.013308573197158,470271.911960213154089,69.201399936366528,Relatively Low,90.000000000000000,2.628829575363039,733.292788410000071,28735399405.000000000000000,112239.000000000000000,1301972400000.000000000000000,34000826.000000000000000,1330741800231.000000000000000,3.17401E-08,1.13914E-08,2.06331E-05,Very Low,2337.019168619627180,0.003280638,38055.405811333963356,1831.603686405398776,42224.028666358870396,35.607940446650119,Very Low,8.13289E-08,2.9229E-08,5.38694E-05,26.023573200992555,41635.108318922350009,29.462297168310531,Very Low,6.867012161987624,0.425201991,733.292788410000071,28735380480.833389282226562,112238.951319640007569,1301971835307.823974609375000,34000826.000000000000000,1330741216614.657470703125000,1.7442E-11,1.69131E-07,5.01363E-05,Very Low,0.216639841,0.008194057,95051.059765036916360,729.620196585359508,95780.896601463129628,56.143608789848344,Relatively Low,7.539E-12,7.30054E-08,2.14589E-05,27.483751160631382,94396.045276071658009,51.702195354756597,Relatively Low,11.000000000000000,0.071809231,733.292788410000071,28735380480.833389282226562,112238.951319640007569,1301971835307.823974609375000,33998421.023769386112690,1330741214209.681152343750000,0.002188408,0.000000914,0.034263719,Relatively Moderate,4430850.673289682716131,0.007231266,83882.682624891269370,82852.689219791820506,4597586.045134361833334,80.198875918720276,Relatively Low,0.000154195,6.44274E-08,0.002436785,71.552096843925639,4595456.974512050859630,81.336922386720502,Relatively Low,60.000000000000000,0.88792199,733.292788410000071,28732884232.772209167480469,112203.171953404307715,1301556794659.489990234375000,1330289678892.262207031250000,9.0091E-06,4.01943E-10,Relatively Low,238767.446497759345220,4.15153E-05,481.578030629600676,239249.024528388923500,79.280479680213190,Relatively Moderate,8.30917E-06,3.69883E-10,44.003997335109929,240597.368971725198207,77.048634243837441,Relatively Moderate,0,0.01,19.852840152990012,14669168008.785945892333984,60173.441684821118542,698011923543.926025390625000,712681091552.711303710937500,0.000715787,2.49279E-06,Very Low,104999.999999999810825,0.0015,17400.000000000072760,122400.000000000029104,84.174240050141023,Relatively Moderate,3.65403E-06,1.33643E-08,67.659041052961456,118668.777278392852168,80.597494378413103,Relatively Moderate,1111.000000000000000,50.466596143770950,733.292788410000071,28735399405.000000000000000,112239.000000000000000,1301972400000.000000000000000,1330707799405.000000000000000,3.36289E-09,8.3851E-09,Relatively Moderate,5076.134719466389470,0.049163578,570297.500426615821198,575373.635146082961001,89.961389961389955,Relatively High,1.76651E-07,4.38026E-07,73.616473616473627,567986.375777991139330,88.095238095238088,Relatively Moderate,75.000000000000000,3.125000000000000,13.167122172983985,193014508.446375399827957,729.972710322234434,8467683439.737911224365234,3658896.179367806762457,8664356844.363656997680664,1.75862E-05,1.58304E-05,0.005347812,Very Low,10607.486880450998797,0.036111798,418896.855455560551491,61147.153939584153704,490651.496275595505722,54.534199938099661,Relatively Low,3.69144E-07,3.2174E-07,0.001798402,40.916125038687710,474959.120668103394564,50.461342666242444,Relatively Low,107.000000000000000,3.141080125548022,733.292788410000071,28735399405.000000000000000,112239.000000000000000,1301972400000.000000000000000,34000826.000000000000000,1330741800231.000000000000000,2.23491E-06,3.24502E-07,0.000160349,Relatively Low,192134.954934700013837,0.109600771,1271368.942563829710707,16721.703961849038024,1480225.601460374193266,89.392059553349881,Relatively High,6.68635E-06,9.76495E-07,0.000491803,63.058312655086844,1453023.227996886475012,87.623289850461333,Relatively Moderate,11.000000000000000,0.215284841,733.292788410000071,28735399405.000000000000000,112239.000000000000000,1301972400000.000000000000000,34000826.000000000000000,1330741800231.000000000000000,0.000127556,1.57536E-06,6.15169E-05,Relatively Low,789102.235353359021246,0.038065912,441564.579851198766846,450.295389864297135,1231117.110594421159476,57.413151364764268,Relatively Low,2.7461E-05,3.3915E-07,1.32437E-05,23.821339950372209,1215160.264554054010659,50.811326757874639,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000729226,14.823306304497585,1274809247.682713270187378,5812.685613803943852,67427153120.125770568847656,2122720.146593096200377,68704085087.955062866210938,0.4,8.29833E-05,0.02588506,Relatively Low,318807.802232607442420,0.000295326,3425.785911141188080,36.955535405684067,322270.543679154594429,77.314667515112944,Relatively Low,1.10946E-05,2.63123E-09,1.0869E-06,58.415526566974229,281432.213287671096623,74.164810690423167,Relatively Low,55.263011268764387,3.421858282895629,733.292788410000071,28735380480.833389282226562,112238.951319640007569,1301971835307.823974609375000,34000826.000000000000000,1330741216614.657226562500000,3.64451E-08,4.10604E-08,1.31782E-07,Very Low,3562.620514637026190,0.005349021,62048.644113640497380,15.119638221825005,65626.384266499429941,57.567316620241414,Relatively Moderate,1.2398E-07,4.76574E-08,4.44684E-07,23.429278861033737,64701.202188092851429,51.734012090359528,Relatively Low,Mar-23
